public-global-fishing-effort-v20231026
Latitude,Longitude,Time Range,MMSI,Entry Timestamp,Exit Timestamp,Apparent Fishing Hours
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438576,2024-01-03T13:00:00Z,2024-03-31T15:00:00Z,38.40
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441884,2024-04-21T04:00:00Z,2024-04-25T23:00:00Z,15.96
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",413008213,2024-01-01T06:00:00Z,2024-04-28T23:00:00Z,4.22
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438501,2024-01-01T00:00:00Z,2024-04-08T04:00:00Z,2.60
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438501,2024-01-01T00:00:00Z,2024-04-08T04:00:00Z,7.62
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431187,2024-03-23T06:00:00Z,2024-04-01T23:00:00Z,1.57
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431509,2024-03-22T16:00:00Z,2024-03-23T18:00:00Z,0.35
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414515,2024-01-01T04:00:00Z,2024-04-30T00:00:00Z,12.18
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438717,2024-01-01T01:00:00Z,2024-04-08T03:00:00Z,20.21
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412436266,2024-02-18T09:00:00Z,2024-03-31T21:00:00Z,24.02
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439236,2024-01-06T05:00:00Z,2024-04-07T03:00:00Z,34.31
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439236,2024-01-06T05:00:00Z,2024-04-07T03:00:00Z,17.81
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437138,2024-01-27T17:00:00Z,2024-01-30T10:00:00Z,6.75
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416685,2024-01-25T18:00:00Z,2024-04-24T18:00:00Z,16.57
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415071,2024-01-01T15:00:00Z,2024-04-25T20:00:00Z,0.98
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412436327,2024-01-03T23:00:00Z,2024-04-08T02:00:00Z,14.81
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412430024,2024-01-06T14:00:00Z,2024-04-08T02:00:00Z,13.01
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412447686,2024-01-02T06:00:00Z,2024-04-08T14:00:00Z,5.31
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414718,2024-01-01T00:00:00Z,2024-04-29T20:00:00Z,33.89
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412452006,2024-01-01T03:00:00Z,2024-04-18T01:00:00Z,4.59
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412312986,2024-01-13T15:00:00Z,2024-04-19T15:00:00Z,14.73
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415386,2024-01-01T00:00:00Z,2024-04-29T22:00:00Z,9.01
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412410355,2024-01-04T11:00:00Z,2024-04-08T03:00:00Z,1.06
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414779,2024-01-04T06:00:00Z,2024-04-20T04:00:00Z,9.76
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412451764,2024-01-08T19:00:00Z,2024-04-23T22:00:00Z,36.83
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438621,2024-01-02T21:00:00Z,2024-04-09T09:00:00Z,16.65
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415003,2024-01-01T08:00:00Z,2024-04-29T17:00:00Z,13.56
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415162,2024-01-27T12:00:00Z,2024-04-29T18:00:00Z,8.74
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412430939,2024-01-04T11:00:00Z,2024-04-07T02:00:00Z,1.47
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439028,2024-01-03T20:00:00Z,2024-01-30T10:00:00Z,12.19
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412410057,2024-03-31T16:00:00Z,2024-04-08T03:00:00Z,2.47
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412410385,2024-01-26T11:00:00Z,2024-03-30T22:00:00Z,2.50
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412418655,2024-03-22T16:00:00Z,2024-04-17T09:00:00Z,12.41
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412432607,2024-01-08T19:00:00Z,2024-04-07T01:00:00Z,4.10
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441076,2024-01-01T05:00:00Z,2024-04-27T23:00:00Z,19.54
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438751,2024-01-06T05:00:00Z,2024-03-31T07:00:00Z,27.33
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416774,2024-03-22T06:00:00Z,2024-04-17T02:00:00Z,5.25
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441305,2024-01-01T05:00:00Z,2024-04-03T14:00:00Z,1.18
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431143,2024-02-16T03:00:00Z,2024-04-02T02:00:00Z,42.09
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412447685,2024-01-02T08:00:00Z,2024-04-08T15:00:00Z,4.01
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439967,2024-01-02T21:00:00Z,2024-03-31T12:00:00Z,1.84
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412450304,2024-03-19T02:00:00Z,2024-04-29T03:00:00Z,3.64
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414691,2024-01-01T02:00:00Z,2024-04-29T05:00:00Z,117.72
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438166,2024-03-14T10:00:00Z,2024-04-06T17:00:00Z,13.94
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412443272,2024-01-04T00:00:00Z,2024-04-08T03:00:00Z,13.53
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416264,2024-04-07T23:00:00Z,2024-04-18T03:00:00Z,4.03
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414585,2024-01-01T08:00:00Z,2024-04-20T06:00:00Z,24.64
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439076,2024-03-29T15:00:00Z,2024-04-09T08:00:00Z,41.64
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431675,2024-03-23T05:00:00Z,2024-03-24T18:00:00Z,0.95
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412411897,2024-02-18T15:00:00Z,2024-02-22T14:00:00Z,9.47
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412432072,2024-03-10T21:00:00Z,2024-03-11T06:00:00Z,3.23
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439173,2024-01-28T00:00:00Z,2024-04-08T03:00:00Z,2.33
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437755,2024-01-02T04:00:00Z,2024-04-08T04:00:00Z,21.77
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412432209,2024-01-02T00:00:00Z,2024-04-25T03:00:00Z,0.26
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416209,2024-01-16T09:00:00Z,2024-04-21T11:00:00Z,21.19
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437074,2024-01-08T19:00:00Z,2024-04-07T00:00:00Z,1.01
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412430749,2024-01-01T07:00:00Z,2024-04-28T21:00:00Z,0.06
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412451948,2024-01-01T02:00:00Z,2024-04-29T06:00:00Z,2.96
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412436138,2024-01-02T04:00:00Z,2024-04-03T22:00:00Z,2.55
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439172,2024-01-02T06:00:00Z,2024-04-08T04:00:00Z,2.12
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437861,2024-01-02T05:00:00Z,2024-04-08T14:00:00Z,0.79
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439982,2024-01-26T09:00:00Z,2024-02-21T19:00:00Z,29.68
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416424,2024-01-03T08:00:00Z,2024-02-03T03:00:00Z,0.58
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431515,2024-02-16T20:00:00Z,2024-03-31T23:00:00Z,11.51
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435366,2024-03-03T10:00:00Z,2024-03-31T22:00:00Z,1.35
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441017,2024-01-08T19:00:00Z,2024-04-23T20:00:00Z,19.32
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415022,2024-01-01T05:00:00Z,2024-04-29T20:00:00Z,92.20
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438658,2024-01-02T04:00:00Z,2024-04-08T03:00:00Z,1.15
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414759,2024-01-01T08:00:00Z,2024-04-28T21:00:00Z,2.32
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439252,2024-01-01T00:00:00Z,2024-01-29T20:00:00Z,16.88
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439252,2024-01-01T00:00:00Z,2024-01-29T20:00:00Z,16.42
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435592,2024-01-06T04:00:00Z,2024-04-08T03:00:00Z,5.48
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416526,2024-01-13T21:00:00Z,2024-04-18T17:00:00Z,7.11
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412447636,2024-01-04T16:00:00Z,2024-04-18T20:00:00Z,5.87
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412436975,2024-01-08T18:00:00Z,2024-04-07T22:00:00Z,2.05
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414752,2024-01-01T04:00:00Z,2024-04-29T20:00:00Z,43.17
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438674,2024-01-03T14:00:00Z,2024-04-07T03:00:00Z,17.17
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412451199,2024-03-04T07:00:00Z,2024-04-26T22:00:00Z,4.04
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412411782,2024-02-18T09:00:00Z,2024-04-01T23:00:00Z,7.64
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412432226,2024-01-01T16:00:00Z,2024-04-07T07:00:00Z,6.75
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412417037,2024-03-23T16:00:00Z,2024-04-18T16:00:00Z,1.10
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412418645,2024-01-25T16:00:00Z,2024-04-17T12:00:00Z,2.29
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412449869,2024-02-17T12:00:00Z,2024-03-23T20:00:00Z,2.52
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412417241,2024-01-16T23:00:00Z,2024-04-24T02:00:00Z,14.17
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438984,2024-01-28T00:00:00Z,2024-01-29T13:00:00Z,6.02
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438984,2024-01-28T00:00:00Z,2024-01-29T13:00:00Z,25.82
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435424,2024-01-27T02:00:00Z,2024-04-02T14:00:00Z,0.55
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438928,2024-01-04T00:00:00Z,2024-03-31T14:00:00Z,2.92
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412442547,2024-03-14T23:00:00Z,2024-04-27T22:00:00Z,12.02
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439449,2024-01-06T06:00:00Z,2024-01-30T01:00:00Z,4.13
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415091,2024-01-04T09:00:00Z,2024-04-28T21:00:00Z,0.48
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439074,2024-01-06T06:00:00Z,2024-04-07T14:00:00Z,4.55
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439074,2024-01-06T06:00:00Z,2024-04-07T14:00:00Z,35.34
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441678,2024-01-01T08:00:00Z,2024-04-22T17:00:00Z,5.25
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412418576,2024-04-06T07:00:00Z,2024-04-16T00:00:00Z,47.63
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431487,2024-02-17T16:00:00Z,2024-04-27T10:00:00Z,95.57
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438955,2024-01-01T00:00:00Z,2024-01-29T19:00:00Z,11.59
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415266,2024-01-01T00:00:00Z,2024-04-18T19:00:00Z,13.82
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412412209,2024-03-08T20:00:00Z,2024-04-02T18:00:00Z,10.93
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441518,2024-01-03T13:00:00Z,2024-03-31T14:00:00Z,11.44
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415586,2024-01-02T11:00:00Z,2024-04-24T21:00:00Z,4.98
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441397,2024-01-01T02:00:00Z,2024-04-29T07:00:00Z,32.17
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438614,2024-01-06T04:00:00Z,2024-04-07T04:00:00Z,3.42
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438576,2024-01-03T13:00:00Z,2024-03-31T15:00:00Z,6.37
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412442314,2024-03-14T11:00:00Z,2024-04-27T23:00:00Z,19.05
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438493,2024-01-02T06:00:00Z,2024-04-07T17:00:00Z,1.10
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431187,2024-03-23T06:00:00Z,2024-04-01T23:00:00Z,18.62
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438561,2024-01-06T04:00:00Z,2024-04-07T05:00:00Z,5.93
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414574,2024-01-01T09:00:00Z,2024-04-22T16:00:00Z,5.74
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412412578,2024-01-01T00:00:00Z,2024-04-28T21:00:00Z,4.00
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412412578,2024-01-01T00:00:00Z,2024-04-28T21:00:00Z,1.38
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438514,2024-01-03T05:00:00Z,2024-04-08T02:00:00Z,3.90
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412447648,2024-01-02T11:00:00Z,2024-04-25T02:00:00Z,2.79
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438832,2024-01-01T00:00:00Z,2024-04-09T09:00:00Z,2.13
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414385,2024-03-23T18:00:00Z,2024-04-23T19:00:00Z,0.99
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431479,2024-03-22T18:00:00Z,2024-03-29T21:00:00Z,3.70
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414718,2024-01-01T00:00:00Z,2024-04-29T20:00:00Z,2.50
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416848,2024-01-25T17:00:00Z,2024-04-27T08:00:00Z,15.35
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416848,2024-01-25T17:00:00Z,2024-04-27T08:00:00Z,24.11
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435097,2024-01-08T18:00:00Z,2024-04-07T06:00:00Z,4.90
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435759,2024-02-18T06:00:00Z,2024-03-21T01:00:00Z,39.58
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415162,2024-01-01T07:00:00Z,2024-01-26T12:00:00Z,1.05
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412312986,2024-01-13T15:00:00Z,2024-04-19T15:00:00Z,0.00
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439319,2024-01-27T03:00:00Z,2024-04-08T02:00:00Z,1.20
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412410355,2024-01-04T11:00:00Z,2024-04-08T03:00:00Z,4.58
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412416822,2024-03-12T07:00:00Z,2024-04-16T00:00:00Z,10.18
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435537,2024-02-18T10:00:00Z,2024-03-31T21:00:00Z,14.73
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437522,2024-01-02T06:00:00Z,2024-04-09T08:00:00Z,17.75
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431687,2024-03-22T15:00:00Z,2024-03-24T16:00:00Z,1.33
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412417107,2024-03-22T16:00:00Z,2024-04-18T17:00:00Z,3.94
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412410385,2024-01-26T11:00:00Z,2024-03-30T22:00:00Z,2.58
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441619,2024-03-04T04:00:00Z,2024-04-26T22:00:00Z,0.77
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412417107,2024-03-22T16:00:00Z,2024-04-18T17:00:00Z,10.66
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438833,2024-04-07T12:00:00Z,2024-04-08T02:00:00Z,5.12
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412447343,2024-01-02T20:00:00Z,2024-04-09T09:00:00Z,19.16
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412000958,2024-02-14T07:00:00Z,2024-04-23T20:00:00Z,6.84
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412430942,2024-03-31T09:00:00Z,2024-04-08T07:00:00Z,7.33
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412432678,2024-01-01T17:00:00Z,2024-04-08T00:00:00Z,0.70
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412446323,2024-03-29T20:00:00Z,2024-04-12T21:00:00Z,13.80
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435939,2024-01-03T23:00:00Z,2024-04-08T01:00:00Z,0.30
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435939,2024-01-03T23:00:00Z,2024-04-08T01:00:00Z,0.50
26.500000,122.200000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437684,2024-01-06T07:00:00Z,2024-04-08T03:00:00Z,0.22
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412431143,2024-02-16T03:00:00Z,2024-04-02T02:00:00Z,48.96
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441407,2024-03-04T04:00:00Z,2024-04-27T22:00:00Z,15.81
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412414611,2024-01-01T07:00:00Z,2024-04-24T19:00:00Z,10.59
26.500000,121.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412449941,2024-01-03T06:00:00Z,2024-01-06T07:00:00Z,8.00
26.500000,121.900000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412452223,2024-01-01T03:00:00Z,2024-04-29T01:00:00Z,7.73
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412445964,2024-01-01T16:00:00Z,2024-04-28T09:00:00Z,5.49
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438651,2024-01-02T04:00:00Z,2024-04-08T03:00:00Z,3.00
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412437561,2024-03-16T13:00:00Z,2024-04-06T13:00:00Z,2.24
26.500000,122.100000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441641,2024-01-13T13:00:00Z,2024-04-19T16:00:00Z,3.45
26.500000,122.300000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438651,2024-01-02T04:00:00Z,2024-04-08T03:00:00Z,20.01
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438513,2024-01-06T05:00:00Z,2024-01-30T01:00:00Z,17.87
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439173,2024-01-28T00:00:00Z,2024-04-08T03:00:00Z,2.05
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412435576,2024-03-30T08:00:00Z,2024-04-07T19:00:00Z,1.88
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412442813,2024-04-04T01:00:00Z,2024-04-07T22:00:00Z,0.70
26.500000,122.700000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439125,2024-01-07T16:00:00Z,2024-04-07T14:00:00Z,9.58
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438635,2024-01-06T05:00:00Z,2024-04-08T02:00:00Z,12.84
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412432357,2024-01-01T04:00:00Z,2024-01-17T20:00:00Z,3.92
26.500000,122.000000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439125,2024-01-07T16:00:00Z,2024-04-07T14:00:00Z,17.40
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439172,2024-01-02T06:00:00Z,2024-04-08T04:00:00Z,9.88
26.500000,121.800000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441743,2024-03-15T01:00:00Z,2024-04-25T03:00:00Z,2.93
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439318,2024-01-02T03:00:00Z,2024-04-09T09:00:00Z,85.23
26.500000,122.400000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412439982,2024-01-26T09:00:00Z,2024-02-21T19:00:00Z,0.40
26.500000,122.500000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412441442,2024-01-02T20:00:00Z,2024-03-24T04:00:00Z,0.00
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412438688,2024-03-30T11:00:00Z,2024-04-08T02:00:00Z,7.51
26.500000,122.600000,"2024-01-01T00:00:00.000Z,2024-06-01T00:00:00.000Z",412415241,2024-01-01T08:00:00Z,2024-04-21T22:00:00Z,0.00
